Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
383648,17-11-2020 18:22,3520000000000000.0,Dibbert-Green,entertainment,83.7,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",7/5/1986,96d00f8462e74dc8fa30ca90065fd766,1384712572,28.229282,-80.060445
83083,20-07-2020 08:28,6600000000000000.0,Halvorson Group,misc_pos,7.95,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/9/1969,78c2357765cdfa743d710373a8c2426c,1374308887,41.612587,-74.109695
253905,22-09-2020 02:05,4.74e+18,McDermott-Weimann,grocery_pos,132.3,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",23-05-1953,23e7dc502f9b516bc66e22cb97ba7458,1379815555,44.278858,-73.465743
306484,28-05-2019 16:31,213000000000000.0,Upton PLC,entertainment,8.59,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17-04-1970,66b4071765f35db8508e52b216316449,1338222711,45.096296,-70.24086
147873,20-03-2019 23:38,213000000000000.0,Morissette-Schaefer,personal_care,74.94,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,14-02-1973,c2ff5b3412bb1b553ccb32bdb788eba6,1332286689,41.377211,-90.978819
59633,12/7/2020 7:31,4970000000000000.0,Harris Group,food_dining,167.11,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,4/12/1951,138bf1d9699b5737937ba4a77b5b809c,1373614291,30.577982,-91.064581
65873,8/2/2019 21:01,213000000000000.0,Thiel-Thiel,entertainment,30.29,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,28-01-1971,2d6bbd63ecd27c4a17a931f9a14acd1f,1328734874,27.700264,-100.3994
255330,22-09-2020 14:45,213000000000000.0,"Prosacco, Kreiger and Kovacek",home,24.28,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30-11-1978,f6a0b23fbe64b93ea36dcd1ffac4fb63,1379861149,27.617089,-82.636468
937527,8/1/2020 14:37,213000000000000.0,"Koss, Hansen and Lueilwitz",home,198.03,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/9/1993,adaa1d4f0b5d7d814468f443cdd1c134,1357655821,43.957224,-108.513924
179038,23-08-2020 12:37,2300000000000000.0,Will Ltd,food_dining,165.33,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1/9/1999,85579458b55f1423cbefbd3d17b19d45,1377261439,40.835989,-73.313736
92169,23-07-2020 05:43,346000000000000.0,Hudson-Ratke,grocery_pos,35.4,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,8/1/1983,81ae1b90f9959327c99661007bc72445,1374558190,39.56564,-82.765222
1238670,31-05-2020 22:18,4.8e+18,O'Hara-Wilderman,food_dining,29.0,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,13-03-1991,46506a1fbb6abae1014123c0dbca9e29,1370038698,38.52235,-85.998185
312505,18-10-2020 10:01,4.29e+18,Kutch-Hegmann,grocery_net,62.46,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,9/6/1973,22c1e51f2787f1de14c0762fe78e9317,1382090503,38.155256,-76.781668
164553,17-08-2020 21:07,4.41e+18,Rolfson-Kunde,personal_care,1.16,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",2/3/1969,1047ae3823833255ed95fdaa12d29f1e,1376773637,31.728353,-80.938113
150410,12/8/2020 14:00,4.65e+18,Stark-Batz,entertainment,85.19,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,25-06-1990,61d17f05a8c038a38cd052a3c740f8c7,1376316049,41.507308,-73.597555
123465,3/8/2020 13:18,30600000000000.0,Hermann and Sons,shopping_pos,5.08,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1/10/1998,0cfa8b8166d082ba0243fa24a7a8b6ed,1375535890,41.356033,-75.681041
312979,31-05-2019 15:41,213000000000000.0,Daugherty LLC,kids_pets,47.34,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30-07-1982,50ed79bd4b7cbe4fe24a5120d9961b19,1338478875,34.417305,-118.649076
81927,19-07-2020 23:30,4170000000000000.0,Bednar PLC,kids_pets,9.76,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,10/5/1993,4a1823c2aeed6bb57df82c6079baffee,1374276649,35.689762,-97.280706
96163,26-02-2019 04:22,343000000000000.0,Kutch and Sons,grocery_pos,108.74,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",5/8/1971,2c00df46f7827e3ca973ec4e031fedd0,1330230138,43.873932,-70.964951
203607,31-08-2020 19:01,4010000000000000.0,"Roberts, Daniel and Macejkovic",kids_pets,7.7,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31-05-1994,cac34645b2ed8f9de077f1dd5aabc821,1377975717,30.896718,-91.429043
430021,4/12/2020 11:22,630000000000.0,Koelpin and Sons,misc_net,14.19,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,1/5/1936,3397f1c2d7c7b9cd3b1708bd2d449a5b,1386156164,45.017103,-121.257662
468287,13-12-2020 01:28,30100000000000.0,Rau and Sons,grocery_pos,74.66,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23-06-1934,56a86c54b05c334c6d8734cd6fb25615,1386898127,27.046275,-81.560204
491176,17-12-2020 17:29,3570000000000000.0,Gottlieb Group,kids_pets,69.56,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29-07-1998,0ea7e94d86d607f75804f69eff4aeae0,1387301358,41.751801,-72.826909
418612,1/12/2020 12:01,6540000000000000.0,"Schumm, McLaughlin and Carter",food_dining,9.0,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,8/2/1982,5b4705233bae42e66d840d991edf3f27,1385899315,42.41683,-87.050504
887528,23-12-2019 13:53,3500000000000000.0,Thiel-Thiel,entertainment,54.06,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,30-11-1999,b4c35231defa03df4383e218a1845ead,1356270789,33.953469,-111.987114
343327,10/6/2019 16:59,4430000000000.0,"Kerluke, Kertzmann and Wiza",misc_net,194.6,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,322df8f312b2d3d5a61a6a5024e8ec52,1339347557,33.877262,-104.726125
1153579,26-04-2020 12:58,4560000000000000.0,"Baumbach, Strosin and Nicolas",shopping_pos,9.89,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1/11/1988,e58ed7414e28c72fa493c5b5575e1c00,1366981112,34.553965,-82.046168
192543,27-08-2020 22:58,3530000000000000.0,Bogisich-Weimann,kids_pets,256.11,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,1/9/1985,4043a2f3f54283d428608d5dce9e875c,1377644285,43.848354,-74.125026
537199,18-08-2019 17:57,38600000000000.0,"Hills, Hegmann and Schaefer",health_fitness,4.55,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,13-05-1968,afa51ef1de3aa7a51bb62187913cd420,1345312644,48.798625,-103.211599
1239569,1/6/2020 4:53,3570000000000000.0,Gleason-Macejkovic,shopping_net,99.71,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,13-03-1974,7d3e6be0fddf89bc434c15dc61658e7a,1370062416,40.847689,-93.720971
1061113,16-03-2020 14:26,371000000000000.0,Dibbert-Green,entertainment,145.24,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,6/3/1984,e322fbf755378bf0e8dbe0f6f9c8835a,1363443969,35.300652,-80.711104
404528,2/7/2019 12:06,4.32e+18,Pacocha-Weissnat,kids_pets,14.12,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1/2/1960,b2823276115477babf56e6a4e4d4a092,1341230766,37.204073,-81.981253
978221,1/2/2020 15:04,571000000000.0,Rau-Robel,kids_pets,46.49,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,970401f34c0c765b3b9cc7d2bd000745,1359731091,42.339758,-109.123524
214660,5/9/2020 14:29,3600000000000000.0,"Schoen, Nienow and Bauch",personal_care,6.74,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,ab58c6e11c6e7ef5d6f82d3a2eef2531,1378391369,33.408025,-94.440845
128595,4/8/2020 19:01,3520000000000000.0,"Moore, Williamson and Emmerich",home,3.67,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",6/5/1929,693a9fa0f60d37e532a296f5f2a9f614,1375642866,41.204016,-124.686572
1291621,19-06-2020 12:58,3600000000000000.0,"Konopelski, Schneider and Hartmann",food_dining,43.0,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,23-03-1993,14a73f1c6720eda3df8a9c021336dc53,1371646681,34.601921,-89.204592
58249,4/2/2019 9:44,6010000000000000.0,Luettgen PLC,gas_transport,73.91,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,8/4/1993,34a979738b1ad9240345b0808ec0a2bf,1328348686,34.143501,-92.052617
418593,7/7/2019 18:25,30300000000000.0,Collier LLC,home,39.61,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,af7402599ffc324b9ae7d6bf529d14e6,1341685546,39.270031,-92.918736
247596,19-09-2020 21:21,4420000000000000.0,"Weber, Thiel and Hammes",kids_pets,1.85,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,12/11/1957,d6879107f7530446efcbd751850c04d6,1379625711,40.739792,-83.152914
1071761,21-03-2020 13:02,4.4e+18,"McCullough, Hudson and Schuster",food_dining,2.62,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",15-09-1980,1e3d6ab87ff8dbb828bd941fac7110b1,1363870979,41.074242,-97.864394
225013,23-04-2019 18:10,345000000000000.0,Spencer PLC,entertainment,45.09,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30-01-1986,645e09d9aab95c406383f7980549b55f,1335204609,26.928709,-81.710916
95285,24-07-2020 15:44,2230000000000000.0,"Becker, Harris and Harvey",personal_care,44.61,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",22-10-1979,fc01b29ae435e62dffcc08bda0586a0a,1374680693,28.329905,-83.099292
426333,3/12/2020 9:01,2290000000000000.0,"Bins, Balistreri and Beatty",shopping_pos,9.29,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,24-01-1967,527e4d079c907c814e0da1e8328c4912,1386061314,34.37018,-106.934311
795885,2/12/2019 22:54,3520000000000000.0,Ziemann-Waters,health_fitness,29.92,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,30-11-1975,77b1c4af129fe1ee01a7c680d1cad0b7,1354488843,39.264322,-85.37632
881931,22-12-2019 15:32,3560000000000000.0,Rempel Inc,shopping_net,6.09,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,29-03-1991,621d37635dad5705e689149e7ba03513,1356190347,42.9049,-76.390183
111596,30-07-2020 00:20,4970000000000000.0,Harris Inc,gas_transport,83.63,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,4/12/1951,ee1387b07a92c3f507b113b6d1a65330,1375143617,29.827345,-90.920502
690509,21-10-2019 12:28,341000000000000.0,Kris-Padberg,shopping_pos,9.39,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-1980,62f172692960ee10a6a4426ed972dccb,1350822537,42.837727,-82.11104
397697,24-11-2020 05:16,3600000000000000.0,"Schaefer, McGlynn and Bosco",gas_transport,64.28,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,27-05-1973,43fdd0471738da4d1ef48a1a008720bc,1385270190,41.893071,-77.877181
382094,24-06-2019 12:43,30300000000000.0,Bernier and Sons,kids_pets,63.79,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13-06-2000,39d475f61499d0dab79cc254ff8f71b1,1340541788,35.134105,-90.860563
248078,20-09-2020 02:38,6010000000000000.0,Macejkovic-Lesch,shopping_pos,5.11,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,22-06-1956,2ed6a5f37cfb2e1d7ac39478713f32d6,1379644730,35.782974,-87.385262
224729,9/9/2020 2:53,4250000000000000.0,Trantow PLC,grocery_net,56.66,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,2/5/1956,a14eebd64ca7ca78950b6309f8c30f33,1378695206,42.787593,-78.094799
1250084,4/6/2020 16:51,3600000000000000.0,"Turcotte, Batz and Buckridge",health_fitness,147.25,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,23-03-1993,9be2ca2127788360a0fa70583f72c149,1370364672,35.504998,-89.816187
736889,10/11/2019 23:16,3560000000000000.0,Block-Parisian,misc_net,1.93,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,314722ea4ce6df4f5a024ec2b292481b,1352589378,29.582249,-95.931312
249039,20-09-2020 12:59,3500000000000000.0,"Lowe, Dietrich and Erdman",kids_pets,20.43,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31-05-1999,ee9cc618bf0da8e88292a33a37e26d94,1379681955,47.08132,-116.604728
119476,8/3/2019 17:59,30100000000000.0,"Parker, Nolan and Trantow",entertainment,65.86,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16-08-1993,64a5ec87773598d4d89c4672f58a39d4,1331229540,38.535328,-101.336689
544919,29-12-2020 08:44,2580000000000000.0,Thiel PLC,misc_pos,20.88,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,5/8/1959,c95d31d43800c4a9d35c90b5f8fb78c2,1388306674,33.553825,-117.497598
677664,15-10-2019 20:17,30300000000000.0,"Durgan, Gislason and Spencer",home,81.45,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,24-11-1961,c4b2f1c0e32315050f8e9b4c09526ac7,1350332249,38.078599,-111.547677
8171,6/1/2019 7:32,6600000000000000.0,Ledner-Pfannerstill,gas_transport,46.64,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/9/1969,397389ee6b84772825373aeeed3ad1e0,1325835173,41.483554,-75.293141
469446,13-12-2020 07:52,4380000000000000.0,"Altenwerth, Cartwright and Koss",shopping_net,5.3,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,24-04-1949,2502ba15409bcf7fe6e42c3159aa0564,1386921177,45.985689,-96.685259
328951,6/6/2019 0:03,4.5e+18,"Nienow, Ankunding and Collier",misc_pos,1.72,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,3/7/1979,3d01f5851c935705cf5190ace76a227d,1338940994,27.083019,-81.313638
368623,10/11/2020 23:43,3560000000000000.0,"Roberts, Ryan and Smith",personal_care,47.43,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",30-03-1953,dbe9e1dbded39292ecb1747cf44bb65a,1384127008,42.319456,-93.064189
1120218,11/4/2020 18:23,568000000000.0,Schoen Ltd,kids_pets,58.67,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16-12-1984,46469c893e6b4911f8afa568668de683,1365704609,30.445979,-94.987188
9374,23-06-2020 20:45,3500000000000000.0,Gibson-Deckow,entertainment,6.56,Danielle,Allen,F,87198 Macias Drive Suite 389,Loving,NM,88256,32.274,-104.0914,1925,Educational psychologist,26-05-1952,b9e469cc7e4b085692bec70b1c1fc336,1372020352,32.630054,-104.201371
577168,1/9/2019 19:36,213000000000000.0,Jerde-Hermann,travel,4.03,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,27-09-1959,50b29bafa5cba5e6f02a854d64c39d7a,1346528178,42.437507,-75.129909
159478,16-08-2020 13:31,4590000000000.0,Osinski Inc,personal_care,65.45,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,7af8aca135864759223009b066cd9f11,1376659904,41.00307,-94.309079
962342,23-01-2020 01:58,2480000000000000.0,DuBuque LLC,grocery_pos,100.79,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,12/10/1993,5373be6120d28f921ce80e58e6829253,1358906282,45.012934,-95.114984
462145,22-07-2019 20:29,3580000000000000.0,Hickle Group,shopping_pos,7.77,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,80a1bccc5c275410858b3ebdad675347,1342988975,38.708402,-93.439979
45303,6/7/2020 19:41,180000000000000.0,Bogisich-Weimann,kids_pets,12.11,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,21f486a677b2905a62c13ccd97a1ac5f,1373139718,31.618341,-88.863992
421672,1/12/2020 21:43,375000000000000.0,Hammes-Beatty,kids_pets,13.24,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14-12-1976,2741bfb4e7a6bb77906ddf81cd30bd8b,1385934190,47.525568,-97.272257
400456,25-11-2020 05:28,4930000000000000.0,Torp-Lemke,misc_pos,41.88,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,7/6/1977,b5faf11529b4db0bb96d8f29f54d1a85,1385357280,36.813627,-90.874686
245965,19-09-2020 01:00,341000000000000.0,"Kihn, Abernathy and Douglas",shopping_net,5.65,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",8/9/1935,584174f6c64a1ce6629606c00f794587,1379552407,31.84142,-85.55033
153079,23-03-2019 14:49,213000000000000.0,O'Connell-Ullrich,home,176.08,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/9/1993,8ee82c4309a23a5a3a6d4fc26fb58856,1332514145,43.011911,-109.117225
845923,14-12-2019 20:34,676000000000.0,Macejkovic-Lesch,shopping_pos,3.51,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,9/6/2000,1a93b9d0595e068033d7378a4e44ef2f,1355517240,40.151243,-80.444447
374625,14-11-2020 14:05,6010000000000000.0,"Dare, Casper and Bartoletti",kids_pets,76.75,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,11/6/1986,67e292d2f06bee4fa18316552739fcfc,1384437958,34.110836,-92.552484
41777,5/7/2020 22:36,213000000000000.0,Lubowitz-Walter,kids_pets,47.68,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,9/2/1994,5036b618b5c231eede04be22837f249e,1373063790,44.975813,-83.997673
1226121,26-05-2020 19:57,676000000000.0,Hammes-Beatty,kids_pets,101.52,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25-04-1961,8daf63e5d34de23beb35657c931f9db1,1369598238,34.144515,-119.362863
58907,12/7/2020 1:00,4240000000000000.0,Nienow PLC,entertainment,3.96,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27-03-1936,976b94472375b46665b2cbc8403c0679,1373590810,40.327987,-84.934124
473165,13-12-2020 22:59,3550000000000000.0,"Metz, Russel and Metz",kids_pets,8.51,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30-05-1956,88edc3f0590227f169fce29c8fefb35a,1386975557,32.025367,-96.600237
420037,1/12/2020 16:39,4450000000000000.0,Gottlieb Group,kids_pets,52.41,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",17-08-1986,002831497a8896d8a57e7dcc00f084b9,1385915951,37.792318,-75.336427
158553,16-08-2020 06:00,582000000000.0,Hills-Olson,grocery_net,65.37,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28-07-1973,b41b851ababb4a9f4a4e093697eb0377,1376632807,41.038886,-80.562583
335000,27-10-2020 13:28,3560000000000000.0,Windler LLC,kids_pets,44.51,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,8c825a938d6485dd77c8c771f878b266,1382880499,29.127921,-94.640425
762176,22-11-2019 19:05,3560000000000000.0,"Ledner, Hartmann and Feest",health_fitness,106.54,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17-12-1989,cbdd4497749cb09926675cd03d149b21,1353611116,45.671692,-100.470036
353330,4/11/2020 15:11,3570000000000000.0,Conroy-Emard,food_dining,65.13,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,31-01-1991,1e81393bc14865f626740848c77adf16,1383577866,43.81948,-73.462092
20694,28-06-2020 16:16,4810000000000.0,Berge-Ullrich,home,19.88,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,7/2/1984,59148de1ccb31b52de71cc45154bc232,1372436193,31.603198,-85.977867
329796,6/6/2019 11:09,2300000000000000.0,"Eichmann, Bogan and Rodriguez",gas_transport,52.06,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1/9/1999,b0489743b92bbce5f0c27cce78b81e50,1338980992,41.186197,-74.408181
469180,13-12-2020 06:29,30300000000000.0,Jacobi and Sons,shopping_pos,18.84,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,24-11-1961,c54582654648a06dabf479a0c80b723e,1386916158,38.309816,-112.543858
195888,11/4/2019 5:56,180000000000000.0,Brown PLC,misc_net,127.25,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,21-03-1988,19d59697434a01f8784e83e46a821715,1334123760,42.553196,-84.442894
191690,27-08-2020 14:46,676000000000.0,Reichel LLC,personal_care,63.08,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,10/12/1971,b3c347aadf7afa3f3eea96d49473979a,1377614768,40.042401,-79.996459
25252,29-06-2020 19:34,4160000000000.0,Emmerich-Rau,personal_care,35.04,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,27-12-1979,cdf4c98377b3309f97948dd775f0b92b,1372534448,44.869225,-93.636117
346946,2/11/2020 7:02,571000000000.0,Jaskolski-Vandervort,misc_net,88.84,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,555ce7ef402887237cfccfedcc93c97f,1383375734,43.130429,-109.779496
868693,19-12-2019 20:39,6010000000000000.0,"Towne, Greenholt and Koepp",shopping_net,52.96,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15-09-1988,c5ffb48591ff813044c36b086b586bcb,1355949549,41.768449,-81.386101
212048,18-04-2019 13:24,4380000000000000.0,Waters-Cruickshank,health_fitness,13.89,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,c6be9d2b7ce7f0b5f2ae9cffd3184a48,1334755447,35.827314,-84.52842
229414,26-04-2019 06:44,4.5e+18,Kemmer-Reinger,grocery_net,50.66,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,3/7/1979,d753c39131434d225fa70668026f9ff1,1335422664,28.900888,-82.27957
536632,27-12-2020 23:30,6570000000000000.0,"Lowe, Dietrich and Erdman",kids_pets,47.8,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,18-06-1968,f32d49568b8fc63cb0c7ee543e8b1d09,1388187047,35.777813,-95.728172
